LGA_code,LGA_Name,LGA_Name_abbr,MedianAge,MedianMortgage,MedianPersonIncome,MedianRent,MedianFamilyIncome,AverageBedroom,MedianHouseholdIncome,AverageHouseSize,Male,Female,Area,Population,Citizen,MaleAge(0-14),MaleAge(15-24),MaleAge(25-34),MaleAge(35-44),MaleAge(45-54),MaleAge(55-64),MaleAge(65-74),MaleAge(75-84),MaleAge(0ver85),TotalMale(allages),FemaleAge(0-14),FemaleAge(15-24),FemaleAge(25-34),FemaleAge(35-44),FemaleAge(45-54),FemaleAge(55-64),FemaleAge(65-74),FemaleAge(75-84),FemaleAge(0ver85),TotalFemale(allages),WeeklyFamilyHouseholdsIncome(Negative),WeeklyFamilyHouseholdsIncome(1-149),WeeklyFamilyHouseholdsIncome(150-299),WeeklyFamilyHouseholdsIncome(300-399),WeeklyFamilyHouseholdsIncome(400-499),WeeklyFamilyHouseholdsIncome(500-649)WeeklyFamilyHouseholdsIncome(650-799),WeeklyFamilyHouseholdsIncome(800-999),,WeeklyFamilyHouseholdsIncome(1000-1249),WeeklyFamilyHouseholdsIncome(1250-1499),WeeklyFamilyHouseholdsIncome(1500-1749),WeeklyFamilyHouseholdsIncome(1750-1999),WeeklyFamilyHouseholdsIncome(2000-2499),WeeklyFamilyHouseholdsIncome(2500-2999),WeeklyFamilyHouseholdsIncome(3000-3499),WeeklyFamilyHouseholdsIncome(3500-3999),WeeklyFamilyHouseholdsIncome(Over4000),WeeklyFamilyHouseholdsIncome(PartialIncomeStated),WeeklyFamilyHouseholdsIncome(NotStated),WeeklyNon-FamilyHouseholdsIncome(Negative),WeeklyNon-FamilyHouseholdsIncome(1-149),WeeklyNon-FamilyHouseholdsIncome(150-299),WeeklyNon-FamilyNon-HouseholdsIncome(300-399),WeeklyNon-FamilyHouseholdsIncome(400-499),WeeklyNon-FamilyHouseholdsIncome(500-649)WeeklyNon-FamilyHouseholdsIncome(650-799),WeeklyNon-FamilyHouseholdsIncome(800-999),,WeeklyNon-FamilyHouseholdsIncome(1000-1249),WeeklyNon-FamilyHouseholdsIncome(1250-1499),WeeklyNon-FamilyHouseholdsIncome(1500-1749),WeeklyNon-FamilyHouseholdsIncome(1750-1999),WeeklyNon-FamilyHouseholdsIncome(2000-2499),WeeklyNon-FamilyHouseholdsIncome(2500-2999),WeeklyNon-FamilyHouseholdsIncome(3000-3499),WeeklyNon-FamilyHouseholdsIncome(3500-3999),WeeklyNon-FamilyHouseholdsIncome(Over4000),WeeklyNon-FamilyHouseholdsIncome(PartialIncomeStated),WeeklyNon-FamilyHouseholdsIncome(NotStated),NoneBedroom,1Bedroom,2Bedrooms,3Bedrooms,4Bedrooms,5Bedrooms,Bedrooms(Over6),NotStated,OneMethodbyTrain,OneMethodbyBus,OneMethodbyFerry,OneMethodbyTram(IncludesLightRail),OneMethodbyTaxi,OneMethodbyCarasDriver,OneMethodbyCarasPassenger,OneMethodbyTruck,OneMethodbyMotorbikeorscooter,OneMethodbyBicycle,OtherOneMethod,OneMethodbyWalk,TwoMethodsByTrainAndBus,TwoMethodsByTrainAndFerry,TwoMethodsByTrainAndTram(IncludesLightRail),,TwoMethodsByTrainAndCarasDriver,TwoMethodsByTrainAndCarasPassenger,TwoMethodsByBusAndFerry,TwoMethodsByBusAndTram(IncludesLightRail),,TwoMethodsByBusAndCarasDriver,TwoMethodsByBusAndCarasPassenger,OtherTwoMethods,ThreeMethodsByTrainandOtherTwoMethods,BusandTwoOtherMethods(ExcludesTrain),OtherThreeMethods,Male>=70,Male<70,Female>=70,Female<70,Person>=70,Person<70,LowIncomePersons,LowIncome%,LonePerson,LonePerson%,PercentofPublicTransportation
LGA14350,Kempsey(A),Kempsey,47,1300,474,240,1107,0.8,894,2.4,14447,14439,3375.7,28885,25227,2351,1355,1050,1196,1590,2065,1838,852,224,12522,2260,1293,1162,1340,1711,2155,1725,839,333,12816,51,48,77,80,301,388,1014,695,785,665,488,418,619,314,171,78,137,685,190,63,49,227,397,892,361,304,300,219,106,57,42,59,3,3,31,5,52,260,89,445,2051,5081,2201,354,100,329,6,37,3,0,4,6315,507,159,43,40,59,375,0,0,0,0,0,0,0,0,3,4,0,47,0,0,3,2176,12264,2370,12057,4541,24336,10985,0.459335145306293,3115,0.122937879864236,1.31
LGA14400,Kiama(A),Kiama,47,2000,683,395,1820,0.8,1509,2.5,10528,10936,257.7,21464,19183,1783,1156,825,1042,1231,1501,1213,613,193,9556,1649,992,868,1132,1370,1629,1279,702,310,9929,29,30,27,19,140,151,378,352,494,432,342,407,668,514,374,268,565,618,67,42,14,73,154,348,202,146,191,132,97,84,66,108,16,10,36,9,49,81,23,206,1075,3207,2400,555,128,124,119,30,0,0,0,6458,353,79,29,25,47,277,21,0,3,42,15,7,0,0,0,0,0,42,14,0,0,1580,8948,1911,9024,3510,17961,6297,0.352733587273135,1666,0.0854928926976959,3.88
LGA14500,Ku-ring-gai(A),Kuringgai,41,3000,942,650,3046,0.9,2640,2.9,56657,61394,85.4,118053,98407,11922,7594,4319,6574,8236,6151,4570,2832,1147,53337,11190,7350,4822,7852,9411,6675,5159,3364,1633,57452,414,149,158,78,308,362,698,825,1291,1340,1130,1252,2769,2307,1954,2542,10242,3604,300,262,106,221,306,652,573,477,565,582,438,471,372,631,53,37,571,66,106,256,64,1278,5575,10680,13084,6020,1266,510,9925,1139,8,17,98,25815,1620,136,270,325,283,1245,1351,3,8,1855,505,105,0,0,86,29,9,221,360,8,24,6866,49788,8911,52479,15766,102281,30610,0.324984870844791,6153,0.0555365008303849,34.39
LGA14550,Kyogle(A),Kyogle,50,1100,460,200,1076,0.8,832,2.2,4529,4411,3584.2,8940,7853,681,397,270,381,578,830,568,252,68,4027,670,357,317,386,622,747,506,273,95,3978,22,19,32,26,138,111,319,219,271,219,126,119,174,96,47,26,60,208,42,31,19,125,189,306,112,95,108,83,49,17,18,9,0,0,9,0,13,56,43,200,734,1590,700,123,23,108,5,17,0,0,0,1926,127,56,18,7,39,184,0,0,0,0,0,0,0,0,3,3,0,20,0,0,4,634,3889,686,3721,1321,7617,3698,0.494848119898301,1140,0.142482189726284,1.99
LGA14600,Lachlan(A),Lachlan,40,900,556,150,1279,0.8,1034,2.4,3100,3099,14964.3,6194,5368,613,270,311,288,288,382,276,189,46,2668,587,284,350,285,319,337,258,189,70,2694,23,9,16,18,51,62,158,98,172,123,103,92,169,81,38,22,56,178,48,17,9,54,93,134,75,45,61,45,27,17,9,16,0,0,10,0,7,61,9,61,338,974,562,124,49,83,0,23,0,0,0,1484,132,51,13,6,40,207,0,0,0,0,0,0,0,0,3,0,0,21,0,0,4,428,2658,462,2626,901,5289,1884,0.388774246801486,647,0.120754012691303,2.37
LGA14650,LakeMacquarie(C),Lake.M.,42,1733,609,320,1610,0.8,1313,2.5,96294,101077,648.6,197371,182021,17997,11408,9988,10674,11851,11661,9571,5127,1679,89963,16950,10687,10590,11734,12734,12600,10681,6244,2490,94715,289,222,326,351,1455,1430,4787,3534,4655,4405,3414,3432,6660,4779,2977,1834,3487,4928,752,439,213,1017,1923,4533,1931,1514,1583,1494,933,769,519,711,96,38,271,43,300,1039,152,2563,12163,32148,20067,3805,686,1483,450,801,4,7,62,62129,3758,898,519,335,321,1219,119,0,0,207,45,22,3,0,65,76,12,480,115,15,11,12558,83732,15721,85366,28284,169089,64853,0.402159219158884,17609,0.0953523254617621,3.38
LGA14700,LaneCove(A),Lane.C.,36,2600,1149,520,2971,1,2376,2.5,17733,18313,10.5,36051,28909,3231,1828,2849,2663,2098,1605,1194,556,198,16223,3124,1683,2943,2852,2317,1811,1298,722,332,17077,79,30,28,16,72,102,189,231,356,401,346,424,1031,853,684,789,2899,909,81,106,46,108,183,304,210,223,276,318,274,302,265,629,59,30,357,61,133,130,144,1537,4825,3364,2315,964,178,206,1215,3573,160,3,51,8368,634,46,210,225,93,856,575,18,0,156,46,29,11,0,66,57,33,110,99,13,0,1467,16270,1951,16365,3421,32620,7500,0.25531045751634,3407,0.102296952409548,37.03
LGA14750,Leeton(A),Leeton,40,1300,607,195,1456,0.8,1190,2.5,5530,5633,1167.2,11168,9688,1008,595,541,551,677,633,449,285,59,4789,986,568,557,562,653,616,474,315,95,4826,25,16,21,33,95,76,242,194,260,243,175,202,368,200,101,59,89,246,51,23,15,74,113,216,108,102,116,103,73,43,32,44,3,8,13,8,4,93,13,105,541,1689,1138,203,48,126,4,7,0,0,4,3405,272,34,14,34,24,207,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,667,4873,792,4847,1452,9715,3390,0.382273342354533,1094,0.113804223447415,0.52
LGA14850,Lismore(C),Lismore,43,1430,550,260,1351,0.8,1067,2.4,20975,22160,1287.7,43135,38335,3750,2321,1879,2155,2676,2945,1937,873,287,18828,3528,2304,2071,2534,2899,3050,1986,1078,489,19951,67,48,91,85,362,453,1006,854,1149,1061,811,751,1200,664,354,225,363,988,142,104,72,380,568,1221,588,515,514,453,242,154,133,132,24,14,50,5,124,246,174,782,2927,7142,3775,792,160,453,6,101,3,3,25,12636,981,223,117,104,105,628,0,0,0,3,3,0,0,0,0,13,8,105,5,0,4,2287,18689,2930,19234,5213,37921,14781,0.417188823031329,4755,0.122633723629236,1.66
LGA14870,Lithgow(C),Lithgow,45,1387,510,230,1328,0.8,984,2.3,10689,10401,4512.3,21090,18018,1679,1065,905,939,1224,1333,1206,549,151,9047,1582,935,936,1061,1272,1370,1154,643,236,9187,37,40,61,59,200,216,581,400,455,381,291,291,531,328,212,135,278,497,114,74,39,214,345,690,223,221,168,199,114,66,70,90,6,3,31,9,14,180,45,262,1625,3573,1756,283,76,238,53,24,0,0,21,5371,333,108,18,23,36,366,4,0,0,10,3,0,0,0,3,0,0,41,9,0,0,1497,9195,1648,8759,3132,17941,7385,0.422096479195245,2555,0.140122847427882,2.29
LGA14900,Liverpool(C),Liverpool,33,2123,584,370,1663,1,1550,3.2,101351,102975,305.7,204326,168369,22481,13973,13063,13406,12645,9491,5684,2580,652,93964,21330,13542,14314,14260,12766,9761,5905,3085,1013,95987,528,289,431,425,1364,1400,3025,2804,3612,3683,3204,3160,6234,4487,2960,1973,3593,4640,746,382,148,774,1186,1728,685,707,859,938,585,449,335,375,62,33,126,32,165,664,304,1607,8078,20442,21645,4186,858,1675,5641,1314,6,4,111,54561,4157,1236,274,166,372,1661,1341,4,22,1968,482,52,4,0,110,122,18,488,558,13,10,6286,95067,7671,95299,13967,190368,65787,0.416291740228183,9206,0.0484658959294123,16.26
LGA14920,LiverpoolPlains(A),Liverpool.P.,45,1153,533,180,1287,0.7,1032,2.3,3870,3815,5082.2,7687,6853,705,351,332,374,441,539,420,229,59,3445,607,312,359,382,453,513,418,237,84,3367,19,8,20,24,73,75,216,150,207,191,128,121,190,111,65,24,74,206,55,18,21,56,124,193,95,84,73,77,31,32,26,38,4,0,13,0,13,64,12,79,464,1407,735,106,37,74,0,8,0,0,4,1833,110,80,9,0,22,200,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,565,3296,626,3191,1191,6512,2599,0.416306263014576,877,0.128800117491555,1.01
LGA14950,Lockhart(A),Lockhart,46,1000,585,150,1408,0.7,1114,2.5,1537,1579,2895.8,3119,2805,269,141,101,137,193,225,169,92,32,1365,307,117,131,146,191,193,152,93,30,1360,3,6,8,5,34,27,65,63,70,87,47,64,77,48,25,18,39,97,12,12,5,27,38,82,25,22,38,24,16,14,3,10,0,0,3,0,5,23,3,30,126,525,331,79,14,30,0,3,0,0,0,745,39,25,3,3,16,104,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,240,1301,262,1332,491,2616,951,0.383932176019378,315,0.115553925165077,0.95
LGA15050,Maitland(C),Maitland,36,1733,644,320,1664,0.8,1415,2.7,37736,39571,391.5,77305,70813,8371,4621,4711,4669,4389,3946,2879,1285,350,35218,7845,4618,5187,4898,4968,4247,3149,1612,612,37141,122,83,117,162,534,604,1665,1278,1662,1700,1467,1381,2734,1901,1137,680,1342,1904,291,134,75,350,605,1328,580,503,631,554,356,284,245,303,38,14,89,17,117,396,46,770,3042,10905,10283,1451,248,621,202,172,3,0,30,25533,1652,304,149,100,133,512,89,0,0,49,10,13,0,0,15,17,3,248,76,3,8,3197,34550,4107,35470,7296,70012,23375,0.386977683597113,5949,0.082211658052569,3.07
LGA15240,Mid-Coast(A),MidCoast,52,1324,476,250,1108,0.7,887,2.2,44091,46215,10053.2,90303,81561,6817,3855,2942,3597,4970,6337,6821,3600,1030,39971,6413,3739,3276,4060,5441,6875,6901,3826,1390,41911,228,180,239,240,1215,1031,3674,2344,2802,2344,1451,1367,1913,1119,516,336,562,2290,578,246,193,754,1290,3104,1341,1023,998,741,374,251,180,211,26,8,125,13,147,779,186,1388,6916,16572,8379,1411,292,1089,27,144,3,3,33,19933,1514,471,166,148,188,1145,6,0,3,6,0,0,0,0,8,10,3,176,5,3,10,8970,35115,9816,36400,18784,71520,36563,0.478761293701715,10803,0.131922480430827,1.65
LGA15270,Mid-WesternRegional(A),MidWestern.R.,42,1690,547,270,1433,0.8,1131,2.4,12099,11975,8752.3,24076,21016,2331,1120,1197,1166,1522,1380,1218,569,130,10638,2128,999,1194,1304,1519,1356,1191,632,189,10513,48,36,51,63,263,183,608,411,519,469,332,354,633,447,256,180,371,625,130,76,53,160,264,625,261,203,210,188,113,73,93,143,12,5,49,13,45,192,37,318,1398,3719,2462,459,108,268,7,13,0,0,9,6368,567,156,46,28,39,425,4,0,0,0,0,0,0,0,0,4,0,80,4,0,12,1499,10598,1694,10271,3203,20868,7870,0.410430247718383,2529,0.119614056661779,1.44
LGA15300,MoreePlains(A),Moree.P.,38,1300,669,170,1480,0.8,1240,2.5,6636,6520,17906.5,13159,11234,1281,660,681,675,817,713,546,253,47,5663,1263,602,750,747,759,658,497,247,76,5595,34,19,41,40,103,97,224,175,248,261,200,214,373,208,137,67,156,364,115,32,22,97,115,219,103,125,132,133,113,56,47,66,6,0,44,0,24,127,35,182,774,1807,1231,230,68,217,4,7,0,0,10,3704,276,111,23,20,52,333,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,648,5993,680,5831,1337,11818,3428,0.333787731256086,1338,0.118901626233005,0.55
LGA15350,Mosman(A),Mosman,42,3000,1295,560,3671,0.9,2522,2.4,13189,15290,8.7,28475,22660,2394,1242,1359,1694,1739,1424,1131,583,252,11813,2284,1313,1706,2023,2188,1623,1537,754,401,13825,63,21,26,22,41,60,103,162,227,268,207,240,619,486,384,711,2825,920,66,90,38,92,149,259,192,184,267,295,264,291,251,451,30,33,440,33,87,111,62,1639,3420,2674,1957,898,168,207,74,2943,448,5,65,5650,409,20,133,124,92,632,287,92,0,12,21,3,198,0,53,24,29,129,127,39,13,1613,11585,2229,13064,3835,24635,5556,0.236778180268485,3246,0.126579316799251,38.58
LGA15520,MurrayRiver(A),Murray.R.,49,1300,558,200,1333,0.7,1061,2.3,5795,5881,11863.5,11680,10469,931,461,455,517,650,806,785,402,110,5121,931,456,540,519,720,772,721,425,138,5219,42,22,18,22,129,103,335,226,323,275,192,203,336,211,104,49,105,301,86,31,11,99,134,305,151,105,121,108,56,35,28,37,11,0,11,0,18,117,14,110,843,1977,1183,172,46,139,4,25,0,0,0,3231,188,57,19,29,48,255,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1066,4733,1116,4762,2187,9499,3925,0.405349581741196,1295,0.125266008899207,1.44
LGA15560,Murrumbidgee(A),Murrumbidgee,41,900,659,150,1461,0.8,1197,2.5,2026,1812,6882.8,3836,3284,380,196,204,188,234,250,165,95,17,1726,296,146,184,199,234,220,151,99,36,1562,4,3,11,7,31,33,73,58,91,91,74,70,107,65,33,12,29,126,22,9,9,15,34,66,40,33,51,41,22,17,11,8,4,0,6,0,3,43,3,39,157,665,380,59,20,35,0,3,0,0,0,1051,66,30,3,6,14,140,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,218,1807,226,1582,444,3391,1032,0.338249754178958,382,0.116427918317586,1.43
LGA15650,Muswellbrook(A),Muswellbrook,35,1733,640,250,1665,0.8,1346,2.5,8243,7837,3404.9,16086,14063,1779,902,995,910,1031,833,569,247,55,7327,1633,890,989,937,1006,783,552,288,95,7168,46,25,41,46,129,151,307,252,294,277,237,242,509,355,227,150,267,399,90,32,32,110,151,278,123,124,147,144,103,90,66,139,14,8,38,9,25,101,19,164,653,2402,1998,315,55,161,9,12,4,0,4,4854,321,59,58,16,36,199,0,0,0,3,0,0,0,0,0,3,0,34,0,0,0,633,7603,731,7093,1361,14720,4584,0.36795633327982,1543,0.106428472892813,1.16
LGA15700,Nambucca(A),Nambucca,51,1300,467,250,1080,0.8,835,2.3,9421,9794,1491.3,19212,17242,1524,842,621,776,1054,1472,1353,677,218,8546,1471,784,708,860,1141,1554,1349,711,294,8884,53,47,37,61,236,227,771,485,542,490,281,276,404,213,100,67,108,474,112,47,38,227,347,727,279,224,214,157,76,42,35,35,6,5,18,3,36,175,72,445,1721,3353,1555,249,57,229,9,32,0,3,13,4155,266,126,42,13,38,215,0,0,0,3,0,0,0,0,0,0,0,22,0,0,0,1732,7681,1880,7902,3624,15579,7872,0.490773067331671,2454,0.140824056008264,1.4
LGA15750,Narrabri(A),Narrabri,40,1395,632,200,1531,0.8,1242,2.5,6528,6559,13015,13084,11406,1227,655,622,685,789,816,596,288,59,5734,1280,575,709,680,764,750,560,330,106,5751,31,17,34,39,121,93,240,203,267,265,219,222,384,245,165,88,149,354,87,36,15,92,134,261,115,100,118,124,69,58,57,65,4,4,27,4,13,105,27,199,730,1971,1261,225,61,156,3,60,0,0,3,3687,287,118,9,13,49,292,0,0,0,0,0,0,0,0,12,0,0,19,0,0,0,720,5801,840,5704,1565,11510,3665,0.355963480963481,1280,0.111469128276583,2.07
LGA15800,Narrandera(A),Narrandera,44,1007,575,170,1349,0.7,1030,2.3,2901,2953,4116.3,5853,5108,528,282,233,275,312,379,299,153,45,2508,512,259,247,291,331,360,300,174,88,2559,13,6,6,12,62,59,129,103,138,156,79,88,163,85,41,27,43,157,36,12,7,44,95,170,72,70,51,55,32,22,10,17,0,0,11,0,10,54,6,47,367,977,549,108,32,67,0,7,0,0,0,1506,104,32,7,5,27,162,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,403,2518,498,2449,907,4958,1765,0.375771769214392,684,0.13501776549546,1.29
LGA15850,Narromine(A),Narromine,42,1100,586,185,1358,0.8,1078,2.5,3214,3226,5261.5,6444,5720,648,320,277,281,336,387,349,177,48,2814,620,289,320,308,358,380,317,186,65,2838,19,9,20,19,48,82,162,108,142,130,102,100,181,106,67,33,56,195,45,15,21,43,72,154,63,60,65,47,34,21,13,13,6,0,8,3,9,64,7,71,324,1000,670,139,24,81,0,9,0,0,3,1645,106,52,11,13,36,161,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,446,2770,506,2714,949,5497,1928,0.380351154073782,657,0.11624203821656,1.27
LGA15900,Newcastle(C),Newcastle,37,1768,660,340,1778,0.8,1368,2.4,76642,78766,186.8,155411,138043,13164,10262,11172,9136,8874,8127,5648,2941,1059,70379,12215,9951,11049,9684,9410,8599,6174,3811,1805,72687,260,118,276,259,933,1042,2750,2261,2902,2960,2410,2483,4850,3640,2438,1514,3254,3572,456,486,243,1158,1930,3591,1754,1575,1723,1813,1396,1096,835,1290,286,151,455,142,767,919,275,3821,15271,26213,10356,2062,581,1401,428,1663,67,6,113,49343,3438,389,608,1350,310,2858,87,0,4,106,24,43,24,0,102,100,36,563,64,40,31,7391,69255,10085,68672,17482,137931,48765,0.377403027582577,17489,0.122243424409542,5.43
LGA15950,NorthSydney(A),North.S.,37,2600,1386,575,3210,1,2360,2,31910,35744,10.5,67658,50262,4003,2141,6813,5372,3469,2852,2381,1022,306,28360,3915,2493,7858,5776,3922,3507,2849,1312,558,32197,137,51,56,43,128,143,299,315,545,604,590,653,1916,1562,1405,1725,5510,1606,126,305,129,259,416,673,541,572,742,922,980,991,901,1971,242,192,1723,345,452,292,648,6602,12584,7433,1740,433,98,529,6730,6337,612,4,217,12194,982,35,382,438,264,4426,1301,212,17,90,77,88,113,0,66,42,81,173,291,30,16,2704,29199,3630,32114,6345,61297,10908,0.184521695001269,10632,0.175564325698905,46.18
LGA15990,NorthernBeaches(A),Northern.B.,40,2800,916,565,2528,0.9,2178,2.7,123507,129370,254.2,252878,211526,24593,13164,13121,17227,16949,12659,9592,5206,1902,114420,23155,12241,14292,18508,18080,13514,10634,6235,3035,119690,427,207,243,166,797,746,1885,2057,3269,3346,2937,3284,7412,6194,4748,4829,15354,7124,730,527,255,784,1302,2621,1841,1587,1755,1993,1459,1382,1069,1830,310,212,1304,320,697,926,552,7504,22541,25399,21011,7411,1659,1871,298,14540,2719,20,248,70703,4463,966,1610,1311,700,4378,1394,675,0,340,76,12,614,0,764,399,145,1272,764,184,51,13274,110236,17016,112372,30279,222578,57888,0.285130256177872,19130,0.0817147714506614,22.29
LGA16100,Oberon(A),Oberon,45,1452,611,210,1509,0.7,1239,2.4,2751,2543,3625,5301,4430,428,273,204,247,339,310,320,119,32,2283,394,248,202,240,324,337,321,116,34,2218,9,5,12,9,42,25,119,65,124,122,100,98,155,82,49,30,67,155,29,15,14,34,44,119,45,45,49,47,36,28,11,20,0,3,5,0,8,35,7,50,246,847,547,99,24,60,0,8,0,0,0,1493,89,54,8,4,18,95,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,362,2404,374,2172,737,4565,1601,0.365942857142857,514,0.114298421169669,0.73
LGA16150,Orange(C),Orange,37,1629,667,270,1655,0.8,1295,2.5,19615,20728,284.2,40344,36058,4218,2121,2283,2252,2139,2029,1476,838,230,17590,3868,2222,2601,2371,2411,2185,1700,1067,392,18830,67,61,64,60,295,340,770,593,854,831,631,692,1283,865,543,326,685,932,163,103,70,280,479,844,383,368,395,426,258,213,168,201,27,24,84,22,77,248,36,492,2136,6226,4567,735,124,420,18,70,9,3,54,12842,1107,154,72,95,68,572,0,0,0,3,0,0,0,0,4,0,0,93,3,3,10,2057,17573,2650,18083,4693,35645,11618,0.365334423445804,4216,0.115766928441979,1.36
LGA16200,Parkes(A),Parkes,41,1300,554,200,1412,0.8,1088,2.4,7190,7416,5957.6,14608,12966,1416,792,692,664,868,854,635,355,109,6379,1334,810,712,738,836,878,625,419,178,6537,35,29,26,47,146,135,327,258,303,294,234,246,411,257,148,78,139,416,81,45,25,114,201,388,147,125,139,108,77,45,43,61,3,4,23,3,12,121,27,164,817,2297,1481,265,70,163,0,18,0,0,24,3771,354,83,29,21,47,329,0,0,0,0,0,0,0,0,5,0,0,34,0,0,0,900,6286,1169,6244,2069,12539,4747,0.407048533699194,1574,0.121911548292154,1.21
LGA16260,Parramatta(C),Parramatta,34,2167,722,440,1933,1,1759,2.8,113158,112996,83.8,226149,159035,20275,12673,20468,16926,11972,9958,6575,3513,1092,103457,19381,11714,21236,16005,12816,10875,7185,4053,1685,104947,763,277,424,322,1160,1213,2663,2594,3849,4083,3656,3775,8062,5711,4008,3138,6149,4741,477,760,264,911,1363,2130,1236,1172,1430,1653,1330,1238,1036,1615,334,201,552,273,579,690,478,5060,24964,25106,13909,3708,893,1703,14814,5512,136,30,166,54771,3900,606,549,452,486,3761,4661,30,98,1592,595,181,15,3,422,216,38,496,974,34,11,8486,104676,10508,102496,18978,207176,67720,0.366946626930371,15221,0.0730360261799198,31.57
LGA16350,Penrith(C),Penrith,34,2000,728,370,1858,0.8,1658,2.9,96822,99243,404.7,196066,169009,20238,12921,13590,12511,11224,10007,6612,2463,606,90173,19327,12506,14416,13040,11879,10812,6762,2991,1044,92784,364,121,288,278,1028,1141,2796,2445,3562,3781,3385,3629,7483,5174,3321,2156,3832,4296,712,369,165,659,1116,2206,1074,1036,1283,1459,1009,823,571,691,135,70,185,53,269,716,184,1304,6465,29177,19780,4216,1053,1486,5354,770,12,12,96,63086,4666,1721,434,185,369,1307,1379,0,21,1943,436,96,0,0,46,92,20,525,564,7,18,6346,90500,7738,91503,14082,181996,53305,0.344403165885963,12232,0.0668557780073349,13.56
LGA16380,PortMacquarie-Hastings(A),Port.M.H,48,1671,540,310,1300,0.8,1042,2.3,37697,40846,3683,78539,70724,6369,3515,2873,3594,4390,4783,4997,2860,922,34295,6122,3450,3234,3994,5013,5457,5411,3339,1310,37332,152,91,128,151,695,764,2588,1851,2219,2050,1303,1270,2175,1346,755,448,835,1861,414,208,113,507,1019,2339,1127,844,822,649,382,272,191,267,39,20,122,22,134,696,112,1257,6416,13031,7559,1362,283,829,13,111,4,3,42,20841,1536,345,220,153,182,905,0,0,0,3,0,3,0,0,4,10,0,216,5,4,10,7058,30649,8451,32400,15507,63022,27714,0.423495973472288,8817,0.123092602158344,1.53
LGA16400,PortStephens(A),Port.S.,45,1733,571,305,1431,0.8,1180,2.5,34384,35174,858.4,69556,62200,6107,3585,2893,3430,4070,4144,4087,2051,501,30867,5754,3435,3086,3758,4356,4559,4208,2142,692,31995,150,87,138,132,607,567,1824,1363,1786,1639,1199,1171,2082,1405,792,450,914,1843,302,168,85,357,666,1564,765,566,645,562,303,251,166,210,28,3,99,14,115,436,72,693,3812,10444,8048,1381,257,746,30,219,15,4,18,19479,1254,321,161,112,135,685,0,0,3,19,6,0,5,0,14,16,4,232,14,15,10,5134,29262,5641,29536,10775,58793,23230,0.407265204509196,6360,0.101170781369305,2.62
LGA16490,Queanbeyan-PalerangRegional(A),Queanbeyan.R.,38,2100,933,300,2303,0.8,1882,2.6,28133,27899,5318.9,56027,48705,5365,3156,3443,3519,4016,3170,1891,772,185,25516,4943,3087,3530,3688,4145,3113,1820,849,299,25471,76,38,70,71,240,237,564,550,778,785,743,841,1843,1496,1235,994,2224,1451,154,92,63,211,382,707,388,441,492,607,502,435,308,478,36,35,164,25,80,211,71,1211,3842,6545,6149,1426,346,436,14,268,10,8,47,21247,1720,321,267,156,160,730,3,0,0,12,4,0,0,0,63,36,13,237,6,8,7,1981,26145,2258,25639,4245,51795,12179,0.270278067508488,5171,0.101416019455558,2.69
LGA16550,Randwick(C),Randwick,34,2600,834,550,2421,1,1916,2.5,69179,71482,36.3,140660,99563,10053,9391,11414,9027,7299,5558,4020,2283,839,59885,9676,9450,11991,9747,8058,6249,4653,2904,1372,64094,464,144,220,144,548,552,1134,1100,1517,1591,1459,1469,3507,2936,2312,2211,6846,3227,389,1277,318,877,1227,1697,1079,910,1142,1305,1162,1095,939,1752,457,314,967,463,970,649,608,6277,19447,13340,6507,2120,638,1441,527,14825,11,8,203,29481,2442,352,1059,1418,414,4322,2245,0,3,147,75,41,19,77,363,168,181,353,255,80,29,5833,63346,7627,63836,13473,127198,38970,0.32556934952965,13099,0.105652433417754,32.79
LGA16610,RichmondValley(A),Richmond.V.,44,1300,491,250,1191,0.8,953,2.4,11318,11489,3047.4,22807,20622,2080,1221,900,1066,1325,1503,1285,711,204,10290,1996,1199,938,1174,1341,1493,1236,798,286,10460,51,17,48,53,262,232,757,523,685,593,362,399,546,312,130,80,96,511,127,54,33,165,316,710,309,238,258,181,90,54,43,43,3,0,27,3,41,193,81,341,1647,3838,2003,305,69,259,0,35,0,3,7,5614,457,134,49,57,49,339,0,0,0,0,0,0,0,0,0,3,0,50,0,0,0,1653,9661,1909,9589,3560,19244,8401,0.455560978254975,2505,0.120699624168835,1.34
